94939,Violet Millicent Pinckney,F,37,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Women's Singles Covered Courts,NA
82714,Yohanan Moyal,M,18,164,60,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,NA
78905,Nikolaus Anton Merkens,M,24,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Cycling,Cycling Men's Sprint,Gold
65805,Peter Laeng,M,18,180,75,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,NA
98905,Renzo Ranuzzi,M,28,NA,NA,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,NA
32165,Moustafa El-Shalakani,M,NA,NA,60,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Featherweight,NA
89187,Takashi Ono,M,20,160,58,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,NA
80002,Stephen Milne,M,22,185,76,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,NA
44351,Leila Gyenesei,F,19,180,61,Hungary,HUN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
63276,Martin Koukal,M,27,176,68,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
51438,Dorothy Hyman,F,19,170,59,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 100 metres,Silver
57218,Kang Dong-Jin,M,28,168,76,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,NA
116147,Josef Sucharda,M,41,NA,NA,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Shooting,Shooting Men's Free Rifle Prone 600 metres,NA
61251,Viktor Yakovlevich Klimenko,M,19,169,61,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Silver
13645,Karl Borschke,M,50,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Art Competitions,Art Competitions Mixed Painting Unknown Event,NA
115930,Wray Stuart,M,33,163,65,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,NA
1211,Estella Agsteribbe (-Blits),F,19,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold
108758,Luis Sequera Vera,M,23,168,60,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,NA
23780,Claude Crtier,M,24,183,84,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,NA
6615,Ronald Backus,M,34,NA,NA,Bluebottle,GBR,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,Bronze
38326,Gang Jae-Won,M,22,184,75,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Silver
112234,David J. Smith,M,44,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Shooting,Shooting Men's Free Rifle Prone 600 metres,NA
122747,Zaza Turmanidze,M,31,186,130,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Wrestling,Wrestling Men's Super-Heavyweight Freestyle,NA
23342,Julio Csar Costemalle,M,34,NA,NA,Uruguay,URU,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,NA
63186,Abdoulaye Kote,M,25,191,98,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,NA
