30732,A. Duponcheel,M,NA,NA,NA,France,FRA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,NA
107183,A. Schmitt,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,NA
68471,Aage Albert Leidersdorff,M,22,168,NA,Denmark,DEN,1932 Summer,1932,Summer,Los Angeles,Fencing,Fencing Men's Sabre Individual,NA
92600,Aage Hy Pedersen,M,25,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed One Person Dinghy,NA
62062,Aagje Kok (-van der Linden),F,21,183,85,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,Gold
86946,Aagot Norman,F,19,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,NA
102057,Aarne Alexander Roine,M,30,NA,NA,Finland,FIN,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,NA
60961,Aaro Kullervo Kiviper (Dahlberg-),M,24,NA,NA,Finland,FIN,1936 Summer,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
80701,Aas Mmmdov,M,24,169,54,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,Bronze
94841,Aavo Pikkuus,M,21,178,76,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
24755,Abbas Dabbaghi Souraki,M,21,168,55,Iran,IRI,2008 Summer,2008,Summer,Beijing,Wrestling,Wrestling Men's Featherweight Freestyle,NA
53277,Abbas Jadidi,M,27,185,99,Iran,IRI,1996 Summer,1996,Summer,Atlanta,Wrestling,Wrestling Men's Heavyweight Freestyle,Silver
97735,Abbas Qali,M,23,178,77,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,NA
129476,Abbey Weitzeil,F,19,178,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
39222,Abdallah Gazi,M,NA,NA,NA,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,NA
117812,Abdel Aziz Tahir,M,23,176,76,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Wrestling,Wrestling Men's Welterweight Greco-Roman,NA
59093,Abdel Hadj Khallaf Allah,M,22,160,60,Egypt,EGY,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,NA
28859,Abdel Hakim Djaziri,M,23,174,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,NA
197,Abdel Latif Abdel Latif,M,28,172,68,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Wrestling,Wrestling Men's Lightweight Greco-Roman,NA
73151,Abdel Madjid Mada,M,27,162,50,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,NA
31994,Abdel Salem El-Ghrissi,M,22,183,80,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,NA
109335,Abdel Vares Sharraf,M,NA,NA,NA,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,NA
109335,Abdel Vares Sharraf,M,NA,NA,NA,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,NA
19536,Abdelkader Chadi,M,29,175,60,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,NA
14084,Abderrahhime Bouramdane,M,34,170,58,Morocco,MAR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,NA
108130,Abderrahman Sebti,M,44,178,67,Morocco,MAR,1960 Summer,1960,Summer,Roma,Fencing,Fencing Men's Sabre Individual,NA
9922,Abderraouf Ben Samir,M,18,190,91,Tunisia,TUN,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,NA
34335,Abdou Faye,M,NA,170,54,Senegal,SEN,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,NA
85772,Abdoul Khadre Mbaye Niane,M,27,190,90,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,NA
105842,Abdoulaye Sarr,M,28,192,82,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,NA
119598,Abdoulaye Thera,M,24,NA,65,Mali,MLI,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,NA
98358,Abdul Breesam Rahman,M,NA,NA,NA,Iraq,IRQ,1984 Summer,1984,Summer,Los Angeles,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,NA
59130,Abdul Ghafoor Khan,M,NA,NA,NA,Pakistan,PAK,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,NA
3548,Abdul Karim Ohimai Amu,M,30,185,77,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,NA
3548,Abdul Karim Ohimai Amu,M,23,185,77,Nigeria,NGR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,NA
77043,Abdullah Abdulrazaq Mayouf,M,20,NA,NA,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Platform,NA
1918,Abdullah Al-Ghrbi,M,23,167,72,North Yemen,YAR,1988 Summer,1988,Summer,Seoul,Wrestling,Wrestling Men's Welterweight Freestyle,NA
2112,Abdullah Al-Rashidi,M,48,183,83,Kuwait,KUW,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,NA
2658,Abdullah Ali,M,28,NA,NA,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,NA
76178,Abdullah Faraj Masoud,M,19,166,60,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,NA
104367,Abdullah Saihan,M,29,174,66,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,NA
109475,Abdullahi Shehu,M,23,170,72,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
117616,Abelardo Andrs Sztrum,M,22,182,80,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,NA
88782,Abelardo Olivier,M,30,NA,NA,Italy,ITA,1908 Summer,1908,Summer,London,Fencing,Fencing Men's Sabre Team,Silver
90273,Abiodun Adesola Oyepitan,F,32,165,55,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,NA
88035,Abiola Olawunmi Odumosu,F,18,NA,NA,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Singles,NA
9137,Abou Rejaile Bechara,M,NA,NA,NA,Lebanon,LIB,1948 Summer,1948,Summer,London,Wrestling,Wrestling Men's Lightweight Freestyle,NA
61297,Abraham Jan Klingers,M,22,NA,NA,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,NA
12380,Acee Blue Eagle,M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Art Competitions Mixed Painting Unknown Event,NA
12380,Acee Blue Eagle,M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Art Competitions Mixed Painting Drawings And Water Colors,NA
12380,Acee Blue Eagle,M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Art Competitions Mixed Painting Unknown Event,NA
128029,Achim Walcher,M,30,187,77,Austria,AUT,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA
22214,Acio Morrot Coelho,M,23,NA,NA,Brazil,BRA,1948 Summer,1948,Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
28704,Ada Diop,F,29,164,59,Senegal,SEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,NA
102201,Ada Nabila Romn Arroyo,F,24,169,64,Mexico,MEX,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,Silver
89831,Adalbert Oster,M,32,172,70,Romania,ROU,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed Skeet,NA
125797,Adam Joseph Vella,M,45,178,92,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,NA
15345,Adam Pawe Bronikowski,M,22,201,94,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,NA
94947,Adam Robert Pine,M,32,183,80,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
91266,Adam Stanisaw Pape,M,41,172,62,Poland,POL,1936 Summer,1936,Summer,Berlin,Fencing,Fencing Men's Sabre Team,NA
131409,Adam Wong,M,19,170,61,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,NA
56411,Adas Jukeviius,M,27,194,88,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
96933,Adele Price (-Johnson),F,21,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Diving,Diving Women's Platform,NA
503,Adeola Aboyade-Cole,M,22,193,78,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,NA
86589,Adilbek Sabitovich Niyazymbetov,M,27,180,81,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Silver
